ID,cam_1_Y.4,cam_1_X3,rob_1_2,rob_1_maxVel,EoL_5_X,cam_1_X4,cam_3_X,rob_1_supply,cam_3_Y,rob_1_3,EoL_4_Y,rob_1_vacuum,EoL_4_X,con_3,cam_1_Y.2,cam_1_X2,rob_1_1,cam_2_Y,con_1.1,cam_1_Y.1,rob_1_4,cam_1_X1,EoL_2_Y,con_1.2,con_1.4,con_2,cam_1_Y.3,EoL_2_X,con_1.3,EoL_6_Y,EoL_6_X,cam_2_X,EoL_3_Y,EoL_3_X,EoL_5_Y,EoL_1_Y,EoL_1_X
3,0.5234375,0.5078125,0.0,2.0044637820417,,0.5234375,0.7578125,99.720724884828,0.734375,0.0,,0,,95,0.5078125,0.5078125,0.0,0.734375,345,0.4921875,0.0,0.5078125,0.6328125,345,345,527,0.515625,0.6484375,345,,,0.7578125,,,,0.7421875,0.7578125
3,,,2.4795001349893,2.0250589673818,,,,99.720724884828,,-0.61568429386048,,0,,74.993834899418,,,-2.0344746998314,,75.004494361687,,-0.21999979924681,,,75.009704771706,74.999710246628,74.99597409656,,,75.003726055927,,,,,,,,
3,,,6.2706235930502,1.9951652938654,,,,99.720724884828,,2.5247769565529,,0,,0.0033925157700968,,,-4.8564152786084,,0.0070316007958005,,-2.8819380270006,,,0.010526613756887,0.0094708155290136,0.0079165451919338,,,0.010457257933166,,,,,,,,
3,,,6.1965945877927,1.9885595208305,,,,99.720724884828,,4.5674355733818,,0,,,,,-4.1874950335751,,,,-4.1428677294524,,,,,,,,,,,,,,,,
3,,,5.0594615954466,2.0161824128381,,,,99.720724884828,,6.2138560774736,,0,,,,,-2.9527146706982,,,,-5.0811794666625,,,,,,,,,,,,,,,,
3,,,3.3314520496334,1.9885595208305,,,,99.720724884828,,7.1717577716705,,0,,,,,-1.6564802190323,,,,-5.6808631487899,,,,,,,,,,,,,,,,
3,,,1.0494465076331,1.9951652938654,,,,99.581553246105,,5.0981284718318,,0,,,,,-0.22984614275644,,,,-4.1172113160843,,,,,,,,,,,,,,,,
3,,,-2.6421754569624,1.9951652938654,,,,99.581553246105,,2.0667403870463,,0,,,,,2.0002814985732,,,,-1.7395249108965,,,,,,,,,,,,,,,,
3,,,0.0,1.9951652938654,,,,99.581553246105,,0.0,,0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
3,,,1.4130960501098,2.0202211436218,,,,99.581553246105,,-1.3801437817179,,89.581553246105,,,,,-1.4392847718703,,,,1.1947270741766,,,,,,,,,,,,,,,,
3,,,4.6321929117518,1.9977037679557,,,,99.581553246105,,-3.6102301594861,,89.545635425243,,,,,-4.1660231088816,,,,3.1946995528099,,,,,,,,,,,,,,,,
3,,,0.31575275082099,1.9951652938654,,,,99.581553246105,,-2.6922393626071,,89.545635425243,,,,,-0.50832334841985,,,,2.285331078164,,,,,,,,,,,,,,,,
3,,,-2.1973739309937,2.0050237449523,,,,99.581553246105,,-6.8506534278363,,89.545635425243,,,,,1.3083156790282,,,,5.5007570555906,,,,,,,,,,,,,,,,
3,,,-4.1078074121656,1.9999190450569,,,,99.581553246105,,-6.7046804336983,,89.545635425243,,,,,2.6427739963202,,,,5.2190848768015,,,,,,,,,,,,,,,,
3,,,-5.6223513210962,2.0036151334374,,,,99.581553246105,,-5.517358147385,,89.545635425243,,,,,3.8732605667427,,,,4.3450154558694,,,,,,,,,,,,,,,,
3,,,-6.471114367745,1.9885595208305,,,,99.581553246105,,-3.7432962257683,,89.545635425243,,,,,4.8741176910954,,,,3.2107283428651,,,,,,,,,,,,,,,,
3,,,-4.369173754746,1.9951652938654,,,,99.581553246105,,-1.4207302673317,,89.545635425243,,,,,3.4833053585386,,,,1.768084404295,,,,,,,,,,,,,,,,
3,,,-1.1595042764565,1.9885595208305,,,,99.581553246105,,1.5981111448873,,89.545635425243,,,,,1.0137801171073,,,,-1.1109608089659,,,,,,,,,,,,,,,,
3,,,-3.578382522343,1.9885595208305,,,,99.581553246105,,5.277223765459,,89.545635425243,,,,,3.2777978526932,,,,-4.4182450544352,,,,,,,,,,,,,,,,
