cam_1_X,cam_1_Y,cam_2_X,cam_2_Y,cam_3_X,cam_3_Y,EoL_3_X,EoL_4_X,EoL_5_X,EoL_6_X,EoL_3_Y,EoL_4_Y,EoL_5_Y,EoL_6_Y,EoL_1_X,EoL_1_Y,EoL_2_X,EoL_2_Y,con_1,con_2,con_3,rob_1_1,rob_1_2,rob_1_4,rob_1_maxVel,rob_1_gripper,rob_1_3,rob_2_1,rob_2_2,rob_2_4,rob_2_maxVel,rob_2_gripper,rob_2_3
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.11385698558371,78.02434221717081,78.92813246182527,0.0,0.0,0.0,4.956903087027176,98.972775205259,0.0,0.0,0.0,0.0,5.049773126408469,99.75053191008014,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.11680439990752,78.0339372648675,78.9200635404403,0.0,0.0,0.0,4.955396347667842,98.66520522847782,0.0,0.0,0.0,0.0,5.049376170882176,99.9180072648535,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.11978856605565,78.04352407859106,78.91197271991884,0.0,0.0,-1.2490009027033013e-15,4.954065638546794,98.39040729658556,0.0,0.0,0.0,-1.2490009027033013e-15,5.048784350167237,99.99562167241028,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.12280943800853,78.05310251050096,78.90386012503134,0.0,0.0,0.0,4.952916211364987,98.1752805457856,0.0,0.0,0.0,0.0,5.047999999909638,99.97577769376744,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.12586696918062,78.06267241288593,78.89572588088406,0.0,0.0,0.0,4.951952602386386,98.04088308132248,0.0,0.0,0.0,0.0,5.047026215581509,99.86041779581568,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.12896111242097,78.07223363816622,78.8875701129171,0.0,0.0,0.0,4.951178614535396,98.00037066342004,0.0,0.0,0.0,0.0,5.045866840264715,99.6608342091262,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1320918200141,78.08178603889594,78.8793929469025,0.0,0.0,0.0,4.950597302388467,98.05770892980917,0.0,0.0,0.0,0.0,5.0445264494839614,99.39656356574476,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.13525904368059,78.09132946776522,78.87119450894227,0.0,0.0,0.0,4.950210960119065,98.20728521147647,0.0,0.0,0.0,0.0,5.043010333149296,99.0934745175274,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.13846273457796,78.10086377760261,78.86297492546645,0.0,0.0,0.0,4.950021112443625,98.4344579398132,0.0,0.0,0.0,0.0,5.04132447467924,98.78123553225922,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14170284330132,78.11038882137724,78.8547343232312,0.0,0.0,0.0,4.950028508604188,98.71698986536424,0.0,0.0,0.0,0.0,5.039475527386983,98.49041073731516,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14497931988419,78.11990445220117,78.84647282931681,0.0,0.0,0.0,4.950233119411487,99.027224794741,0.0,0.0,0.0,0.0,5.037470788222783,98.24946808991986,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14829211379923,78.12941052333157,78.83819057112572,0.0,0.0,0.0,4.950634137360144,99.33479477152218,0.0,0.0,0.0,0.0,5.035318168976242,98.0819927351465,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.15164117395909,78.1389068881731,78.82988767638061,0.0,0.0,0.0,4.951229979815523,99.60959270341444,0.0,0.0,0.0,0.0,5.033026165052089,98.00437832758972,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.15502644871711,78.14839340028003,78.82156427312238,0.0,0.0,0.0,4.952018295259667,99.8247194542144,0.0,0.0,0.0,0.0,5.030603821942695,98.02422230623256,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.15844788586816,78.15786991335864,78.81322048970819,0.0,0.0,0.0,4.9529959725716655,99.95911691867752,0.0,0.0,0.0,0.0,5.028060699529648,98.13958220418432,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.16190543264945,78.16733628126936,78.80485645480952,0.0,0.0,0.0,4.9541591533058265,99.99962933657996,0.0,0.0,0.0,0.0,5.025406834355272,98.3391657908738,0.0
